"id","name","description","email","password","profilePicture","dateOfBirth","createdAt","currentEducation","experienceYears","interest","language","learningResource","skill","tools","filledInformation"
"14522357-4ffa-4241-be1e-668a7a4e8d4a","Dr. Wilbert Tromp-Dietrich",,"Nestor.Reichel@yahoo.com","919746eb-58c3-4d1b-8027-e7bc8498b70b",,"2013-12-19 23:48:06.274","2024-08-29 04:56:18.804","High School","0","Robotics;Natural Language Processing;AI Planning and Optimization;AI in Education;Deep Learning;Machine Learning;Autonomous Vehicles;Speech Recognition;Reinforcement Learning","Spanish","MIT OpenCourseWare;DeepLearning.ai;GitHub;Google AI;Coursera;;Harvard Online",,"PyTorch;IBM Watson;Google Cloud AI;RapidMiner","0"
"171398b6-15a8-4543-8941-8710e20d16f9","David Nikolaus",,"Raleigh.Swift@hotmail.com","eb2e2c86-cf9a-4993-94bc-cd63767a4da9",,"2015-04-13 07:23:24.155","2024-08-29 04:56:18.804","Master Degree","4","Cognitive Computing;AI in Finance;Machine Learning;Speech Recognition;AI for Games;;Robotics;AI in Healthcare;AI Ethics;Autonomous Vehicles;Natural Language Processing","Swedish","DeepLearning.ai;Coursera;YouTube;Stanford Online;Kaggle;Google AI;MIT OpenCourseWare","DeepLearning.ai;GitHub;Harvard Online;Stanford Online;Udemy;MIT OpenCourseWare;edX;YouTube;Kaggle","Hugging Face Transformers;OpenCV;TensorFlow;Scikit-learn;Google Cloud AI;DataRobot;Microsoft Azure AI;RapidMiner;PyTorch;Weka;Keras;;IBM Watson;BigML","0"
"1863818a-b833-4b5c-a3b5-f9417dafe3fe","Earl Kub",,"Rogers13@yahoo.com","219ebf8f-56e7-4cf2-91bd-3e94c8d915df",,"2020-01-19 06:43:48.627","2024-08-29 04:56:18.804","Undergraduate Degree","3","Reinforcement Learning;Deep Learning;AI Planning and Optimization;Generative AI;Speech Recognition;Computer Vision;AI for Games;AI Ethics;Robotics;Recommender Systems;Neural Networks;Cognitiv","English","DeepLearning.ai;GitHub;Stanford Online","Stanford Online;GitHub;Harvard Online;;MIT OpenCourseWare;Udemy;Coursera;Kaggle","Hugging Face Transformers;PyTorch","0"
"18bfebc6-892c-4fdb-8541-ebeefc5f65e9","Alfonso Conroy",,"Kennedy_Reinger@hotmail.com","e585c3e9-c2bc-4d24-a2d2-1374f029e3e1",,"2018-02-04 06:41:41.752","2024-08-29 04:56:18.804","Middle School","1","Deep Learning;Robotics","Spanish","Kaggle;;DeepLearning.ai;Coursera;Google AI;MIT OpenCourseWare","DeepLearning.ai;GitHub;Udemy","Amazon SageMaker","0"
"19b46089-aa96-42fc-ba03-9116e20fd327","Lynette Gutmann",,"Sierra_Kuhlman47@yahoo.com","6112b551-279c-4fbb-9f70-9d585d05bc54",,"2012-09-02 17:13:33.864","2024-08-29 04:56:18.804","Undergraduate Degree","3",";Machine Learning","Spanish","YouTube;Coursera;Google AI;Kaggle;edX;Harvard Online;GitHub;Stanford Online;MIT OpenCourseWare","Kaggle;Stanford Online;Coursera;Harvard Online;;MIT OpenCourseWare;DeepLearning.ai;Udemy","Amazon SageMaker;Weka;TensorFlow;Hugging Face Transformers;Keras;OpenCV;RapidMiner;BigML;Google Cloud AI","0"
"1a585eed-df32-485c-9670-26df6013a534","Donnie Windler",,"Odell_Gulgowski61@gmail.com","17136d67-e25b-4507-8f8f-53fce9cbd6ad",,"2019-08-12 10:41:08.143","2024-08-29 04:56:18.804","Elementary","1","AI in Finance;AI Ethics;Speech Recognition;Reinforcement Learning;Generative AI;AI Planning and Optimization;Cognitive Computing;Neural Networks;Natural Language Processing;;Computer Vision;A","Arabic",";Kaggle;Google AI;Harvard Online;YouTube;Udemy","Udemy;MIT OpenCourseWare","PyTorch;Keras;RapidMiner;DataRobot;Weka;;Scikit-learn;IBM Watson;Google Cloud AI;Hugging Face Transformers;Amazon SageMaker;OpenCV;Microsoft Azure AI;TensorFlow","0"
"1c3bbc5d-7bb8-4290-b8a8-ba8ab4643fec","Charlie Ratke",,"Lacey.Dietrich92@gmail.com","63b2bac7-27af-4852-a787-b6a53a991612",,"2010-12-27 16:06:10.210","2024-08-29 04:56:18.804","Master Degree","4","Cognitive Computing;Reinforcement Learning;AI in Education;AI Planning and Optimization;AI for Games;Speech Recognition;Natural Language Processing;AI in Healthcare;Generative AI;Recommender ","Japanese","Harvard Online;Udemy;;MIT OpenCourseWare;Coursera;YouTube;Stanford Online",";Udemy;DeepLearning.ai;Stanford Online;Google AI;MIT OpenCourseWare;edX;YouTube;Kaggle","Google Cloud AI;BigML;Hugging Face Transformers;Scikit-learn;DataRobot","0"
"1cd2f846-f60a-450b-ab86-1312e6649dc8","Mr. Peter Hoeger",,"Lourdes26@gmail.com","a2a4c1d9-446c-45d2-acd4-81406430e31d",,"2009-11-05 14:13:52.839","2024-08-29 04:56:18.804","Master Degree","4","AI in Education;Recommender Systems;AI for Games;Natural Language Processing","Japanese","MIT OpenCourseWare;edX;YouTube;GitHub;Udemy;Kaggle","DeepLearning.ai;Kaggle;YouTube;Harvard Online;Coursera;MIT OpenCourseWare;Google AI;Stanford Online;Udemy","OpenAI GPT","0"
"1deda068-668b-46bd-a4e4-dfcb6fc0942d","Daryl Schumm-Zieme",,"Nina.Mills@hotmail.com","9c1ed9f8-27f5-4aa3-ba4c-8e8c6e2f9bf4",,"2013-08-27 05:53:40.199","2024-08-29 04:56:18.804","Undergraduate Degree","3","Neural Networks;AI Ethics;Deep Learning;Cognitive Computing;Speech Recognition;Natural Language Processing;Reinforcement Learning;Computer Vision;Autonomous Vehicles;Expert Systems;Machine Le","Portuguese","GitHub;Harvard Online;MIT OpenCourseWare;edX;Kaggle;DeepLearning.ai;;Coursera","YouTube;Coursera;MIT OpenCourseWare;Stanford Online;Harvard Online;edX;Udemy","TensorFlow;Keras;Scikit-learn;Hugging Face Transformers;RapidMiner;Weka;PyTorch;OpenAI GPT;Microsoft Azure AI;Amazon SageMaker;DataRobot;Google Cloud AI;IBM Watson;;OpenCV","0"
"1fd4f2ff-bac9-40d9-8a88-f37c5f69b4ae","Earnest Harvey",,"Isaac.Pouros@gmail.com","c6f167af-53c1-44ac-a728-bd8f9c70423e",,"2018-06-20 17:59:11.899","2024-08-29 04:56:18.804","High School","0","Natural Language Processing;Cognitive Computing;Deep Learning;Speech Recognition;;AI in Finance;AI Ethics;AI in Education","Spanish","GitHub;MIT OpenCourseWare;edX;Kaggle;Harvard Online;YouTube;DeepLearning.ai;;Stanford Online",,"Weka;Hugging Face Transformers;Scikit-learn;Microsoft Azure AI;Amazon SageMaker;Google Cloud AI","0"
"20ff8ac2-6832-454e-a2e3-43c1c53f1638","Dolores Haag",,"Maximillian.Crona65@gmail.com","5520ce16-e39b-4c97-85fe-83baed8fb9a6",,"2018-01-01 09:36:09.473","2024-08-29 04:56:18.804","Middle School","1","Expert Systems;AI in Education;Natural Language Processing;Deep Learning;Machine Learning;Reinforcement Learning;AI Planning and Optimization;AI in Finance;Robotics;Speech Recognition;;AI in ","Hindi","edX;Coursera;Kaggle;GitHub;YouTube;Udemy;MIT OpenCourseWare","YouTube;;GitHub","OpenAI GPT;DataRobot;Scikit-learn;IBM Watson;OpenCV;RapidMiner;PyTorch;TensorFlow","0"
"220e76e5-8f57-49b3-8d9b-b7b75aed810c","Ralph Borer",,"Brenden.Kris@hotmail.com","f986dc95-25b0-4d82-8180-9b09c15232a4",,"2014-09-15 04:43:12.815","2024-08-29 04:56:18.804","University","2","Cognitive Computing;Computer Vision;Natural Language Processing;AI in Education;;Speech Recognition;AI in Finance;Expert Systems;Robotics;Recommender Systems;Deep Learning","Bengali","edX;","GitHub;Kaggle;Coursera;MIT OpenCourseWare;Stanford Online;Google AI","Keras;Microsoft Azure AI;IBM Watson;DataRobot;Weka","0"
"233d6cc1-0208-4688-a8bb-4a53406854c4","Fred Hilpert",,"Federico1@gmail.com","c633b2b9-a4ee-46ba-96c0-de8a8940190a",,"2012-12-03 19:03:51.481","2024-08-29 04:56:18.804","High School","0","Autonomous Vehicles;Reinforcement Learning;Speech Recognition;Cognitive Computing;Generative AI;Machine Learning;Natural Language Processing;AI in Education;Recommender Systems;Robotics;AI fo",,"Stanford Online;;MIT OpenCourseWare;GitHub;YouTube;Kaggle;edX;Coursera;DeepLearning.ai;Google AI","GitHub","OpenCV","0"
"2431d32b-b6b6-44bf-ab71-b19a0f08bf13","Leonard Braun DVM",,"Jess_Kunde50@gmail.com","d734f428-3f28-4e50-9c0f-a7576448aa90",,"2010-01-20 20:43:59.978","2024-08-29 04:56:18.804","Undergraduate Degree","3","Robotics;Computer Vision;Speech Recognition;Deep Learning;AI in Education;Cognitive Computing;Recommender Systems;AI in Healthcare","Dutch","Kaggle;Harvard Online;Coursera;edX","edX;YouTube;GitHub;;Harvard Online;Kaggle;Stanford Online","DataRobot;Amazon SageMaker;RapidMiner;OpenCV","0"
"2463b61f-9dc6-4dc1-9c4c-1d8d00ef48bc","Beverly Keeling",,"Garth_Mohr@hotmail.com","3baa0213-d418-4a65-bc28-3f58ecf9fdd2",,"2009-08-11 22:13:00.271","2024-08-29 04:56:18.804","Elementary","1","Reinforcement Learning;AI in Finance;Computer Vision","Arabic","DeepLearning.ai;edX;GitHub;Stanford Online;MIT OpenCourseWare","Google AI;Coursera","Weka;OpenCV;Keras;Scikit-learn;PyTorch;Google Cloud AI;RapidMiner","0"
"2ad2e365-640c-424c-84ef-8c80d1943cfc","Candice Langworth",,"Garrick.Stanton56@yahoo.com","66cd3deb-b0b4-41b0-9cfd-69f961f70df3",,"2012-05-28 09:44:16.998","2024-08-29 04:56:18.804","High School","0","Deep Learning;Reinforcement Learning;Recommender Systems;Speech Recognition;AI in Education;AI Planning and Optimization","Mandarin","Google AI;Harvard Online;Coursera;Kaggle;DeepLearning.ai;Stanford Online;edX;GitHub;;Udemy","Google AI","Microsoft Azure AI;BigML;Amazon SageMaker;OpenCV","0"
"2aee9008-c701-4165-a3a0-fbf514c20499","Miss Verna Smith",,"Elta_VonRueden29@yahoo.com","a230821c-5f2a-457b-89ad-9a2247603747",,"2005-01-23 08:45:31.839","2024-08-29 04:56:18.804","High School","0","Speech Recognition;Natural Language Processing;Reinforcement Learning;AI in Education;Machine Learning;Deep Learning;Computer Vision;AI Planning and Optimization;Cognitive Computing;Recommend","Japanese","Coursera;DeepLearning.ai;GitHub;Udemy;edX;Google AI;MIT OpenCourseWare","YouTube","PyTorch;OpenAI GPT;Hugging Face Transformers;Scikit-learn;;DataRobot;TensorFlow;Google Cloud AI;OpenCV;Microsoft Azure AI;Amazon SageMaker;BigML","0"
"2b95436e-9ebb-4b77-a218-33d8b2ce8db5","Marsha Herzog V",,"Jasmin33@yahoo.com","3977ffda-f260-4049-93b3-f106bec05e39",,"2020-12-07 12:10:07.059","2024-08-29 04:56:18.804","Undergraduate Degree","3","Autonomous Vehicles;Reinforcement Learning;AI for Games","Polish","GitHub;DeepLearning.ai;MIT OpenCourseWare","Harvard Online;Google AI;Kaggle;GitHub;edX;MIT OpenCourseWare;;Stanford Online","Google Cloud AI;Microsoft Azure AI;RapidMiner;Scikit-learn;OpenAI GPT;Hugging Face Transformers;Amazon SageMaker;DataRobot;TensorFlow;OpenCV;BigML;","0"
"2d11070b-7fd4-4064-ae3e-9ef5041e0746","Alfred Littel",,"Trinity.White93@hotmail.com","5497cb89-0fc3-445f-8f0b-b6bae293a592",,"2018-11-13 19:12:12.887","2024-08-29 04:56:18.804","University","2","AI Ethics;Robotics;Neural Networks;Autonomous Vehicles;AI in Healthcare;Computer Vision;AI Planning and Optimization;Recommender Systems;AI for Games;Cognitive Computing",,"Udemy;GitHub;Coursera","DeepLearning.ai;Coursera;Harvard Online;Udemy;Kaggle;YouTube","RapidMiner;Scikit-learn;;PyTorch;Google Cloud AI;DataRobot;Amazon SageMaker;Keras;OpenCV;BigML;Weka","0"
"2db1bd2b-f466-4bc3-8c24-34973444a8a5","Bonnie Luettgen",,"Joel.Harber-Emard@hotmail.com","8bdf3dc3-6286-4cb3-bfb5-d68a397b480d",,"2020-11-05 16:30:03.055","2024-08-29 04:56:18.804","Master Degree","4","Recommender Systems;AI in Education;Cognitive Computing;AI in Healthcare;Generative AI;Natural Language Processing;Machine Learning;AI in Finance;Autonomous Vehicles;Expert Systems;;AI Planni","Thai","Udemy","Google AI;Udemy;Harvard Online;Coursera;YouTube;MIT OpenCourseWare;Kaggle;DeepLearning.ai;GitHub","IBM Watson;BigML;;PyTorch;RapidMiner;Keras;Microsoft Azure AI;Weka","0"
"2e339389-9b11-4bda-b031-0d5b8381c897","Cameron Zboncak",,"Juliana76@gmail.com","74c08d12-2e75-439b-92e1-9f4d79857f88",,"2012-06-10 12:30:23.183","2024-08-29 04:56:18.804","Middle School","2","AI for Games;Natural Language Processing;AI in Education;Recommender Systems;Reinforcement Learning;Robotics;Expert Systems;Autonomous Vehicles;Computer Vision;AI in Healthcare;Cognitive Comp","Dutch","Coursera;Udemy;edX;Google AI;MIT OpenCourseWare;Harvard Online","YouTube;Harvard Online;Coursera;Stanford Online","Hugging Face Transformers;Keras;DataRobot","0"
"2f571cbd-6ffa-4e7c-af10-a7533a92bc0a","Lillian Windler",,"Clementina.Hagenes@yahoo.com","9162219c-1aa8-4501-b317-6e51909a93f8",,"2009-08-06 20:25:38.669","2024-08-29 04:56:18.804","Undergraduate Degree","3","AI for Games;AI Ethics;AI Planning and Optimization;Natural Language Processing;Generative AI;Cognitive Computing;Autonomous Vehicles;Neural Networks;Recommender Systems;Deep Learning;AI in F","French","YouTube;Stanford Online;edX;Google AI;Udemy;DeepLearning.ai;MIT OpenCourseWare","Stanford Online;edX;MIT OpenCourseWare;Google AI;Coursera;;Harvard Online;Udemy","RapidMiner;Weka","0"
"2f6ce80b-b4d9-42f4-8b74-4c38327f57e5","Chad Funk",,"Evie26@hotmail.com","b0d49f2b-a2c8-471a-be26-d9af81c83118",,"2018-04-11 18:11:55.495","2024-08-29 04:56:18.804","Middle School","2","Robotics;AI in Healthcare;Autonomous Vehicles;Cognitive Computing;Natural Language Processing;Expert Systems;AI for Games;;AI Planning and Optimization;Computer Vision;Recommender Systems;Neu","Arabic","Coursera;Google AI;edX;Harvard Online;Stanford Online;MIT OpenCourseWare;Kaggle;DeepLearning.ai;YouTube;Udemy;GitHub","Udemy;;Harvard Online;Kaggle",";Scikit-learn;PyTorch;Microsoft Azure AI;RapidMiner;TensorFlow;OpenAI GPT;Weka;OpenCV","0"
"309d2514-9f90-4e33-b5df-b7ead9b02fdf","Neil Sanford-Marks",,"Antonio32@hotmail.com","2d4ffe59-85c3-4525-97dd-77c511df02ef",,"2020-03-17 13:47:06.710","2024-08-29 04:56:18.804","High School","0","AI Ethics;AI for Games;Neural Networks;AI Planning and Optimization;;Natural Language Processing","Russian","Coursera;;edX;Stanford Online;Google AI;YouTube;GitHub",,";BigML;TensorFlow;RapidMiner;Keras;OpenCV;Hugging Face Transformers;Amazon SageMaker","0"
"30efe1b5-4ac5-4a3c-bcf2-d9edce794779","Domingo Green",,"Madie.Mayer25@hotmail.com","5afa3f42-48f5-4f36-9a32-46caf98e848b",,"2010-05-07 20:33:17.805","2024-08-29 04:56:18.804","Undergraduate Degree","3","AI in Education;Recommender Systems;;Computer Vision;Robotics;Autonomous Vehicles","Spanish","GitHub;Google AI;DeepLearning.ai;Harvard Online;edX;Stanford Online;Kaggle;MIT OpenCourseWare;;Udemy;YouTube","YouTube;edX;;Kaggle;Harvard Online;Udemy;GitHub","DataRobot;Microsoft Azure AI;Amazon SageMaker;Scikit-learn","0"
"3100da41-1ca7-4349-b6e5-6726110a42a7","Courtney Carroll",,"Rashad47@yahoo.com","f85f7911-a4a7-47ab-8724-b40c20b694e4",,"2013-05-15 04:00:44.115","2024-08-29 04:56:18.804","Middle School","1","Cognitive Computing;Reinforcement Learning;AI in Education;Speech Recognition;AI in Healthcare;AI for Games;Deep Learning;;Generative AI;Computer Vision;AI Planning and Optimization;Machine L","French","edX;MIT OpenCourseWare;;Harvard Online","Google AI;;Harvard Online","OpenAI GPT;OpenCV","0"
"32c86c26-877a-4cba-9dc5-65ee0ffaac2a","William Christian",,"test@gmail.com","test123","https://firebasestorage.googleapis.com/v0/b/project-management-app-43f8a.appspot.com/o/S__133595141_0.jpg?alt=media&token=3b4392dd-60b7-415b-9339-17072fdae48c",NULL,"2024-08-23 03:48:31.928",,"-1",,,,,,"0"
"3401f5e5-ef48-4a21-9c75-da64e482e795","Jermaine Beer",,"Linnea_Cronin64@yahoo.com","4576716e-1ee6-44c5-a093-691f7384af34",,"2017-07-29 23:26:48.060","2024-08-29 04:56:18.804","Undergraduate Degree","3","Speech Recognition;Expert Systems;Natural Language Processing;Robotics;Generative AI;AI for Games;;Machine Learning;AI in Education;Computer Vision;AI in Finance;Deep Learning;Neural Networks","Japanese","edX;MIT OpenCourseWare;Coursera;Google AI;Harvard Online;DeepLearning.ai;Udemy;Kaggle;Stanford Online;","DeepLearning.ai;Coursera;edX;Harvard Online;;Google AI;GitHub","Scikit-learn;PyTorch;Keras;Weka","0"
"366cf9ea-df58-486e-bb33-db10b4eb25bf","Terence Kiehn-Schimmel",,"Will90@yahoo.com","389b4bea-fc02-49e5-8e31-0f0815d9d8f1",,"2006-01-01 15:59:31.454","2024-08-29 04:56:18.804","Middle School","2","AI in Healthcare;Machine Learning;AI in Finance;Neural Networks;Reinforcement Learning;Autonomous Vehicles","Hindi",";GitHub;YouTube;Udemy;MIT OpenCourseWare;DeepLearning.ai","Harvard Online;Kaggle;edX;Google AI","OpenAI GPT;Microsoft Azure AI;OpenCV;DataRobot;Keras;PyTorch;RapidMiner;TensorFlow;IBM Watson;","0"
"372ea012-16e1-4cca-83c8-c0e35601ad20","Margarita Turcotte IV",,"Maxine20@gmail.com","413aa4c4-d71b-4065-9544-be32de0a83f4",,"2008-06-05 20:55:47.148","2024-08-29 04:56:18.804","Undergraduate Degree","3","AI in Finance;;Generative AI;AI in Healthcare;Neural Networks;Expert Systems;Autonomous Vehicles;Recommender Systems;AI in Education;Reinforcement Learning;AI Planning and Optimization;Comput","Vietnamese","Udemy;Coursera;edX;Stanford Online","edX;DeepLearning.ai;Kaggle;Google AI;Harvard Online;YouTube;Coursera","OpenCV;Hugging Face Transformers;Amazon SageMaker","0"
"38206a86-b5a2-4a0a-b891-ebc082d08ae9","Rolando Price",,"Modesta.Lehner@hotmail.com","7507737a-4a48-4b87-9056-c71ee0022e17",,"2022-03-25 04:29:21.537","2024-08-29 04:56:18.804",,"5","Cognitive Computing;AI Planning and Optimization;Robotics;Natural Language Processing;Autonomous Vehicles","German","Coursera;DeepLearning.ai;Google AI;GitHub;Harvard Online","DeepLearning.ai;MIT OpenCourseWare;Kaggle;Coursera;Google AI;Stanford Online;Udemy;YouTube;Harvard Online;edX;","Microsoft Azure AI;OpenCV;Weka;Google Cloud AI;;DataRobot;Scikit-learn;Amazon SageMaker;TensorFlow;Keras;RapidMiner","0"
"39353cbe-8573-4d4b-8235-03f4ca895a86","Sylvia Rice",,"Rosa.Quitzon44@yahoo.com","066b8d7a-daba-4074-8b7f-ff7b8b734fde",,"2013-03-08 23:52:27.980","2024-08-29 04:56:18.804","High School","0",";Reinforcement Learning;Cognitive Computing;Machine Learning;AI Planning and Optimization;Neural Networks;Autonomous Vehicles;AI for Games","Vietnamese","Harvard Online;Udemy;Google AI;edX;MIT OpenCourseWare;GitHub;Kaggle;;DeepLearning.ai","edX","OpenAI GPT;TensorFlow;IBM Watson;Keras;Weka","0"
"39691059-a397-4d89-a05f-09bb86dea863","Brian Gutmann",,"Courtney_Lang@gmail.com","b925eba5-ec83-407b-8075-10ac30f8aa0c",,"2008-10-11 11:51:35.225","2024-08-29 04:56:18.804","Middle School","1","Reinforcement Learning;Expert Systems;Deep Learning;Speech Recognition;Autonomous Vehicles","Vietnamese","Udemy;Coursera;Google AI","Udemy;Harvard Online;Coursera","OpenAI GPT;DataRobot","0"
"3a7462ed-6672-450b-b8eb-01274330ff40","Ernesto Cummings",,"Bell.Fahey@yahoo.com","690f7808-f306-416e-ad7a-4dd0dca708ff",,"2024-02-05 13:43:45.353","2024-08-29 04:56:18.804","University","2","Generative AI;Speech Recognition;Natural Language Processing;AI in Healthcare;AI Planning and Optimization;Machine Learning;AI in Education;Robotics;;Computer Vision;Reinforcement Learning;AI","Polish","Udemy;Google AI;Kaggle;edX;Stanford Online;MIT OpenCourseWare;Coursera;Harvard Online;;YouTube","DeepLearning.ai;Coursera;;Udemy;Harvard Online;GitHub","Weka;Scikit-learn;RapidMiner;DataRobot;PyTorch;Hugging Face Transformers;Google Cloud AI;Keras;OpenAI GPT;Microsoft Azure AI","0"
